vendor_id,business_name,business_type,district,has_license,license_valid,license_expiry_date,tax_clearance,previous_experience_years,rating,negative_history,business_category_approved,registration_date,system_decision,rejection_reason
V1046,Business_V1046,unregistered,Leribe,1,1,2026-08-02 00:41:49.063935,1,10,2.0,0,0,2026-02-05 00:41:49.063935,0,Business type 'unregistered' not approved by Ministry of Tourism
V1047,Business_V1047,transport,Mafeteng,1,1,2026-06-16 00:41:49.063935,1,7,1.9,0,1,2025-10-03 00:41:49.063935,1,
V1048,Business_V1048,unregistered,Mohale's Hoek,0,0,,0,7,1.3,0,0,2025-04-23 00:41:49.063935,0,Missing business license; Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V1049,Business_V1049,activity_provider,Thaba-Tseka,1,1,2027-02-11 00:41:49.063935,1,5,1.7,0,1,2026-01-13 00:41:49.063935,1,
V1050,Business_V1050,craft_shop,Butha-Buthe,1,1,2027-01-14 00:41:49.063935,1,8,3.3,0,1,2025-12-05 00:41:49.064932,1,
V1051,Business_V1051,accommodation,Quthing,1,1,2026-10-20 00:41:49.064932,1,16,3.4,0,1,2025-04-25 00:41:49.064932,1,
V1052,Business_V1052,activity_provider,Butha-Buthe,1,1,2027-01-14 00:41:49.064932,1,6,1.9,0,1,2025-09-04 00:41:49.064932,1,
V1053,Business_V1053,street_vendor,Mohale's Hoek,1,1,2027-01-18 00:41:49.064932,1,13,4.2,0,0,2025-07-10 00:41:49.064932,0,Business type 'street_vendor' not approved by Ministry of Tourism
V1054,Business_V1054,restaurant,Maseru,1,1,2026-09-16 00:41:49.064932,1,15,0.5,0,1,2025-10-23 00:41:49.064932,1,
V1055,Business_V1055,activity_provider,Leribe,0,0,,0,14,1.3,0,1,2026-01-29 00:41:49.064932,0,Missing business license; Missing tax clearance certificate
V1056,Business_V1056,accommodation,Butha-Buthe,1,1,2027-03-18 00:41:49.064932,1,0,1.4,0,1,2026-01-16 00:41:49.065930,0,Insufficient experience (0 years) and low rating (1.4)
V1057,Business_V1057,accommodation,Berea,0,0,,1,5,0.5,0,1,2025-11-22 00:41:49.065930,0,Missing business license
V1058,Business_V1058,restaurant,Butha-Buthe,0,0,,1,3,1.5,0,1,2025-08-26 00:41:49.065930,0,Missing business license
V1059,Business_V1059,activity_provider,Thaba-Tseka,0,0,,1,15,2.1,0,1,2025-08-06 00:41:49.065930,0,Missing business license
V1060,Business_V1060,restaurant,Quthing,0,0,,1,12,2.0,0,1,2026-03-30 00:41:49.065930,0,Missing business license
V1061,Business_V1061,accommodation,Thaba-Tseka,1,1,2027-02-09 00:41:49.065930,1,15,2.3,1,1,2025-04-24 00:41:49.065930,0,Has negative history/complaints in system
V1062,Business_V1062,activity_provider,Mokhotlong,0,0,,0,15,2.7,1,1,2025-12-11 00:41:49.066928,0,Missing business license; Missing tax clearance certificate; Has negative history/complaints in system
V1063,Business_V1063,accommodation,Mokhotlong,1,0,2026-02-05 00:41:49.066928,1,2,4.6,0,1,2025-05-18 00:41:49.066928,0,License is expired
V1064,Business_V1064,tour_operator,Quthing,1,0,2025-07-17 00:41:49.066928,0,16,3.8,0,1,2025-05-24 00:41:49.066928,0,License is expired; Missing tax clearance certificate
V1065,Business_V1065,street_vendor,Leribe,1,1,2026-10-05 00:41:49.066928,1,0,1.0,0,0,2025-08-25 00:41:49.066928,0,Insufficient experience (0 years) and low rating (1.0); Business type 'street_vendor' not approved by Ministry of Tourism
V1066,Business_V1066,accommodation,Leribe,1,1,2026-09-02 00:41:49.066928,0,18,3.1,0,1,2025-07-06 00:41:49.067925,0,Missing tax clearance certificate
V1067,Business_V1067,transport,Berea,1,1,2026-08-31 00:41:49.067925,1,3,3.9,0,1,2025-10-24 00:41:49.067925,1,
V1068,Business_V1068,unlicensed_taxi,Qacha's Nek,1,1,2026-07-11 00:41:49.067925,1,12,1.3,0,0,2025-12-18 00:41:49.067925,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1069,Business_V1069,accommodation,Maseru,1,1,2027-03-03 00:41:49.067925,0,7,2.8,0,1,2025-10-24 00:41:49.067925,0,Missing tax clearance certificate
V1070,Business_V1070,accommodation,Mafeteng,0,0,,1,15,3.0,0,1,2025-09-12 00:41:49.067925,0,Missing business license
V1071,Business_V1071,accommodation,Leribe,1,1,2027-03-11 00:41:49.067925,1,0,4.0,0,1,2025-04-14 00:41:49.067925,0,Insufficient experience (0 years) and low rating (4.0)
V1072,Business_V1072,craft_shop,Qacha's Nek,1,1,2026-08-17 00:41:49.068922,1,8,0.3,0,1,2025-08-16 00:41:49.068922,1,
V1073,Business_V1073,tour_operator,Mohale's Hoek,1,1,2026-10-27 00:41:49.068922,1,9,1.1,0,1,2025-10-29 00:41:49.068922,1,
V1074,Business_V1074,unregistered,Mokhotlong,1,0,2025-09-14 00:41:49.068922,1,2,4.1,0,0,2026-02-03 00:41:49.068922,0,License is expired; Business type 'unregistered' not approved by Ministry of Tourism
V1075,Business_V1075,craft_shop,Mohale's Hoek,1,1,2026-05-31 00:41:49.068922,1,10,3.1,0,1,2025-09-03 00:41:49.068922,1,
V1076,Business_V1076,restaurant,Quthing,0,0,,1,2,2.1,0,1,2025-11-06 00:41:49.068922,0,Missing business license
V1077,Business_V1077,accommodation,Mafeteng,1,1,2026-09-04 00:41:49.068922,1,4,1.6,0,1,2025-08-24 00:41:49.068922,1,
V1078,Business_V1078,activity_provider,Mafeteng,0,0,,1,5,0.5,0,1,2025-10-15 00:41:49.069919,0,Missing business license
V1079,Business_V1079,restaurant,Maseru,1,1,2026-09-27 00:41:49.069919,1,13,4.4,0,1,2025-12-20 00:41:49.069919,1,
V1080,Business_V1080,tour_operator,Berea,1,0,2025-08-24 00:41:49.069919,1,4,2.8,0,1,2025-06-25 00:41:49.069919,0,License is expired
V1081,Business_V1081,transport,Maseru,1,0,2025-10-22 00:41:49.069919,1,11,0.5,0,1,2025-09-16 00:41:49.069919,0,License is expired
V1082,Business_V1082,street_vendor,Butha-Buthe,0,0,,1,10,2.0,0,0,2025-04-12 00:41:49.069919,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism
V1083,Business_V1083,restaurant,Mohale's Hoek,1,0,2025-10-14 00:41:49.069919,1,10,0.8,0,1,2025-08-16 00:41:49.069919,0,License is expired
V1084,Business_V1084,tour_operator,Mohale's Hoek,1,1,2026-12-07 00:41:49.070916,1,13,4.6,0,1,2025-07-06 00:41:49.070916,1,
V1085,Business_V1085,unregistered,Berea,0,0,,1,14,1.5,0,0,2026-01-09 00:41:49.070916,0,Missing business license; Business type 'unregistered' not approved by Ministry of Tourism
V1086,Business_V1086,activity_provider,Mokhotlong,1,0,2025-04-13 00:41:49.070916,1,14,2.2,0,1,2025-12-02 00:41:49.070916,0,License is expired
V1087,Business_V1087,restaurant,Qacha's Nek,1,1,2027-03-23 00:41:49.070916,1,17,1.5,0,1,2025-05-10 00:41:49.070916,1,
V1088,Business_V1088,craft_shop,Quthing,0,0,,0,15,2.7,1,1,2025-05-08 00:41:49.070916,0,Missing business license; Missing tax clearance certificate; Has negative history/complaints in system
V1089,Business_V1089,activity_provider,Mafeteng,0,0,,1,15,4.2,0,1,2026-02-24 00:41:49.070916,0,Missing business license
V1090,Business_V1090,street_vendor,Quthing,1,1,2026-12-30 00:41:49.071914,0,17,2.9,0,0,2026-01-30 00:41:49.071914,0,Missing tax clearance certificate; Business type 'street_vendor' not approved by Ministry of Tourism
V1091,Business_V1091,transport,Mohale's Hoek,0,0,,0,3,0.1,0,1,2026-03-13 00:41:49.071914,0,Missing business license; Missing tax clearance certificate
V1092,Business_V1092,street_vendor,Mohale's Hoek,1,1,2027-02-13 00:41:49.071914,1,16,2.0,0,0,2025-06-19 00:41:49.071914,0,Business type 'street_vendor' not approved by Ministry of Tourism
V1093,Business_V1093,accommodation,Mafeteng,1,1,2026-11-04 00:41:49.071914,1,16,4.7,0,1,2025-11-14 00:41:49.071914,1,
V1094,Business_V1094,transport,Quthing,1,0,2025-09-01 00:41:49.071914,1,15,3.8,0,1,2025-09-14 00:41:49.071914,0,License is expired
V1095,Business_V1095,accommodation,Mafeteng,1,1,2026-11-08 00:41:49.071914,1,5,1.6,0,1,2026-02-12 00:41:49.071914,1,
V1096,Business_V1096,unregistered,Quthing,1,1,2026-10-30 00:41:49.072911,0,3,4.4,0,0,2025-11-16 00:41:49.072911,0,Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V1097,Business_V1097,restaurant,Mokhotlong,1,1,2026-07-01 00:41:49.072911,1,8,4.2,0,1,2025-08-02 00:41:49.072911,1,
V1098,Business_V1098,accommodation,Mohale's Hoek,1,1,2026-06-01 00:41:49.072911,1,18,4.0,0,1,2025-12-24 00:41:49.072911,1,
V1099,Business_V1099,unlicensed_taxi,Leribe,1,1,2027-04-05 00:41:49.072911,1,14,1.2,0,0,2025-08-15 00:41:49.072911,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1100,Business_V1100,activity_provider,Qacha's Nek,1,1,2026-09-21 00:41:49.072911,1,0,3.1,1,1,2025-09-21 00:41:49.073909,0,Insufficient experience (0 years) and low rating (3.1); Has negative history/complaints in system
V1101,Business_V1101,restaurant,Mokhotlong,1,1,2026-12-06 00:41:49.073909,0,4,3.6,1,1,2025-09-07 00:41:49.073909,0,Missing tax clearance certificate; Has negative history/complaints in system
V1102,Business_V1102,unlicensed_taxi,Berea,1,1,2026-05-11 00:41:49.073909,1,15,2.0,0,0,2025-09-30 00:41:49.073909,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1103,Business_V1103,accommodation,Butha-Buthe,1,1,2026-09-10 00:41:49.073909,1,3,1.0,0,1,2025-06-03 00:41:49.073909,1,
V1104,Business_V1104,unregistered,Quthing,1,1,2026-09-19 00:41:49.073909,1,12,3.0,0,0,2025-11-26 00:41:49.073909,0,Business type 'unregistered' not approved by Ministry of Tourism
V1105,Business_V1105,unlicensed_taxi,Mohale's Hoek,0,0,,1,16,4.9,1,0,2025-11-04 00:41:49.073909,0,Missing business license; Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V1106,Business_V1106,activity_provider,Quthing,0,0,,0,6,1.8,0,1,2025-09-12 00:41:49.074906,0,Missing business license; Missing tax clearance certificate
V1107,Business_V1107,transport,Qacha's Nek,1,1,2027-03-07 00:41:49.074906,1,5,0.5,0,1,2025-05-04 00:41:49.074906,1,
V1108,Business_V1108,unregistered,Mokhotlong,1,1,2026-05-21 00:41:49.074906,1,3,4.4,0,0,2025-07-30 00:41:49.074906,0,Business type 'unregistered' not approved by Ministry of Tourism
V1109,Business_V1109,unregistered,Mohale's Hoek,0,0,,1,0,1.7,0,0,2026-03-04 00:41:49.074906,0,Missing business license; Insufficient experience (0 years) and low rating (1.7); Business type 'unregistered' not approved by Ministry of Tourism
V1110,Business_V1110,accommodation,Qacha's Nek,1,1,2026-05-16 00:41:49.074906,1,12,4.5,0,1,2026-03-24 00:41:49.074906,1,
V1111,Business_V1111,transport,Butha-Buthe,1,1,2026-12-23 00:41:49.074906,1,4,4.9,0,1,2025-05-06 00:41:49.074906,1,
V1112,Business_V1112,restaurant,Mohale's Hoek,1,1,2027-03-07 00:41:49.075903,0,14,0.0,0,1,2025-06-17 00:41:49.075903,0,Missing tax clearance certificate
V1113,Business_V1113,activity_provider,Qacha's Nek,1,1,2026-07-15 00:41:49.075903,1,4,2.9,0,1,2025-12-12 00:41:49.075903,1,
V1114,Business_V1114,craft_shop,Qacha's Nek,1,1,2026-06-30 00:41:49.075903,1,11,2.7,0,1,2026-01-21 00:41:49.075903,1,
V1115,Business_V1115,tour_operator,Maseru,1,1,2027-03-03 00:41:49.075903,1,12,0.7,0,1,2025-09-12 00:41:49.075903,1,
V1116,Business_V1116,activity_provider,Quthing,1,1,2026-08-31 00:41:49.075903,1,11,4.8,0,1,2026-02-15 00:41:49.075903,1,
V1117,Business_V1117,tour_operator,Maseru,0,0,,0,19,1.8,0,1,2026-01-24 00:41:49.076900,0,Missing business license; Missing tax clearance certificate
V1118,Business_V1118,unregistered,Leribe,1,1,2027-03-07 00:41:49.076900,1,18,1.1,0,0,2025-10-03 00:41:49.076900,0,Business type 'unregistered' not approved by Ministry of Tourism
V1119,Business_V1119,craft_shop,Leribe,1,1,2026-08-21 00:41:49.076900,0,18,0.6,0,1,2025-06-27 00:41:49.076900,0,Missing tax clearance certificate
V1120,Business_V1120,tour_operator,Mokhotlong,1,1,2026-08-09 00:41:49.076900,1,17,2.9,0,1,2025-11-01 00:41:49.076900,1,
V1121,Business_V1121,craft_shop,Leribe,1,1,2027-02-20 00:41:49.076900,1,3,2.5,0,1,2026-03-29 00:41:49.076900,1,
V1122,Business_V1122,unlicensed_taxi,Thaba-Tseka,1,1,2027-02-03 00:41:49.077901,1,9,3.6,0,0,2025-08-25 00:41:49.077901,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1123,Business_V1123,craft_shop,Quthing,1,1,2026-10-25 00:41:49.077901,1,17,2.1,1,1,2026-01-31 00:41:49.077901,0,Has negative history/complaints in system
V1124,Business_V1124,transport,Maseru,0,0,,1,1,0.6,0,1,2025-04-16 00:41:49.077901,0,Missing business license; Insufficient experience (1 years) and low rating (0.6)
V1125,Business_V1125,unlicensed_taxi,Qacha's Nek,1,1,2027-03-21 00:41:49.077901,1,10,2.0,1,0,2025-07-03 00:41:49.077901,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V1126,Business_V1126,transport,Mokhotlong,1,1,2027-04-07 00:41:49.077901,0,18,1.2,0,1,2026-02-23 00:41:49.077901,0,Missing tax clearance certificate
V1127,Business_V1127,street_vendor,Thaba-Tseka,1,1,2026-06-03 00:41:49.077901,0,16,3.5,0,0,2025-12-09 00:41:49.077901,0,Missing tax clearance certificate; Business type 'street_vendor' not approved by Ministry of Tourism
V1128,Business_V1128,street_vendor,Berea,1,1,2026-08-30 00:41:49.078896,1,12,1.9,0,0,2025-10-15 00:41:49.078896,0,Business type 'street_vendor' not approved by Ministry of Tourism
V1129,Business_V1129,transport,Qacha's Nek,1,0,2025-07-07 00:41:49.078896,0,1,0.5,0,1,2026-02-01 00:41:49.078896,0,License is expired; Missing tax clearance certificate; Insufficient experience (1 years) and low rating (0.5)
V1130,Business_V1130,craft_shop,Mokhotlong,0,0,,1,18,4.0,0,1,2026-03-23 00:41:49.078896,0,Missing business license
V1131,Business_V1131,street_vendor,Mohale's Hoek,1,1,2027-01-24 00:41:49.078896,1,2,2.7,0,0,2025-07-04 00:41:49.078896,0,Business type 'street_vendor' not approved by Ministry of Tourism
V1132,Business_V1132,accommodation,Thaba-Tseka,1,1,2026-05-17 00:41:49.078896,1,14,4.7,0,1,2025-05-22 00:41:49.078896,1,
V1133,Business_V1133,transport,Maseru,1,1,2026-12-26 00:41:49.078896,1,16,3.7,1,1,2025-05-28 00:41:49.078896,0,Has negative history/complaints in system
V1134,Business_V1134,transport,Quthing,0,0,,1,12,3.4,0,1,2026-03-19 00:41:49.079893,0,Missing business license
V1135,Business_V1135,activity_provider,Mafeteng,1,0,2025-06-29 00:41:49.079893,1,17,1.6,0,1,2025-07-07 00:41:49.079893,0,License is expired
V1136,Business_V1136,restaurant,Leribe,1,1,2026-10-29 00:41:49.079893,1,16,0.5,0,1,2025-05-10 00:41:49.079893,1,
V1137,Business_V1137,craft_shop,Mohale's Hoek,1,0,2025-10-26 00:41:49.079893,1,0,4.0,0,1,2025-12-14 00:41:49.079893,0,License is expired
V1138,Business_V1138,activity_provider,Mokhotlong,1,0,2025-11-17 00:41:49.079893,1,13,4.7,0,1,2026-02-07 00:41:49.079893,0,License is expired
V1139,Business_V1139,tour_operator,Berea,1,1,2026-09-12 00:41:49.079893,1,12,2.4,1,1,2026-03-04 00:41:49.080891,0,Has negative history/complaints in system
V1140,Business_V1140,unlicensed_taxi,Mohale's Hoek,1,1,2026-05-21 00:41:49.080891,1,9,3.6,0,0,2025-07-31 00:41:49.080891,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1141,Business_V1141,street_vendor,Mohale's Hoek,1,1,2026-09-28 00:41:49.080891,1,11,1.3,0,0,2025-07-08 00:41:49.080891,0,Business type 'street_vendor' not approved by Ministry of Tourism
V1142,Business_V1142,tour_operator,Butha-Buthe,1,1,2027-04-01 00:41:49.080891,1,7,2.1,0,1,2025-08-07 00:41:49.080891,1,
V1143,Business_V1143,transport,Berea,1,1,2026-11-22 00:41:49.080891,0,17,0.5,0,1,2025-09-25 00:41:49.080891,0,Missing tax clearance certificate
V1144,Business_V1144,transport,Qacha's Nek,1,1,2027-01-19 00:41:49.080891,1,8,2.9,0,1,2025-11-20 00:41:49.080891,1,
V1145,Business_V1145,unlicensed_taxi,Mohale's Hoek,0,0,,0,10,4.1,1,0,2025-04-19 00:41:49.081888,0,Missing business license; Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V1146,Business_V1146,street_vendor,Qacha's Nek,0,0,,1,18,2.7,0,0,2025-12-06 00:41:49.081888,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism
V1147,Business_V1147,craft_shop,Mokhotlong,1,1,2027-03-17 00:41:49.081888,1,17,3.8,1,1,2025-06-25 00:41:49.081888,0,Has negative history/complaints in system
V1148,Business_V1148,accommodation,Maseru,1,1,2027-03-04 00:41:49.081888,1,12,2.4,0,1,2025-08-03 00:41:49.081888,1,
V1149,Business_V1149,craft_shop,Butha-Buthe,1,0,2025-05-09 00:41:49.081888,1,3,2.3,0,1,2025-09-19 00:41:49.081888,0,License is expired
V1150,Business_V1150,restaurant,Thaba-Tseka,1,1,2026-11-19 00:41:49.081888,1,3,3.3,1,1,2025-10-26 00:41:49.081888,0,Has negative history/complaints in system
V1151,Business_V1151,unlicensed_taxi,Thaba-Tseka,0,0,,1,3,1.4,0,0,2025-08-06 00:41:49.082885,0,Missing business license; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1152,Business_V1152,restaurant,Leribe,0,0,,0,11,2.0,0,1,2026-02-12 00:41:49.082885,0,Missing business license; Missing tax clearance certificate
V1153,Business_V1153,unlicensed_taxi,Butha-Buthe,1,1,2027-02-09 00:41:49.082885,1,13,0.8,0,0,2026-01-13 00:41:49.082885,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1154,Business_V1154,restaurant,Maseru,0,0,,1,9,3.6,1,1,2026-01-18 00:41:49.082885,0,Missing business license; Has negative history/complaints in system
V1155,Business_V1155,unregistered,Quthing,1,1,2026-12-13 00:41:49.082885,1,11,2.9,0,0,2025-11-11 00:41:49.082885,0,Business type 'unregistered' not approved by Ministry of Tourism
V1156,Business_V1156,tour_operator,Mokhotlong,1,1,2027-01-24 00:41:49.082885,0,6,0.0,0,1,2025-08-21 00:41:49.082885,0,Missing tax clearance certificate
V1157,Business_V1157,street_vendor,Qacha's Nek,0,0,,1,18,2.9,0,0,2025-07-02 00:41:49.082885,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism
V1158,Business_V1158,accommodation,Thaba-Tseka,1,1,2026-08-19 00:41:49.083883,1,4,1.1,0,1,2026-03-09 00:41:49.083883,1,
V1159,Business_V1159,activity_provider,Leribe,1,1,2027-03-07 00:41:49.083883,1,13,5.0,0,1,2026-01-19 00:41:49.083883,1,
V1160,Business_V1160,activity_provider,Berea,1,1,2027-02-13 00:41:49.083883,0,12,3.7,0,1,2026-01-23 00:41:49.083883,0,Missing tax clearance certificate
V1161,Business_V1161,craft_shop,Mafeteng,0,0,,1,2,4.2,1,1,2026-02-12 00:41:49.083883,0,Missing business license; Has negative history/complaints in system
V1162,Business_V1162,unlicensed_taxi,Quthing,0,0,,1,18,2.4,1,0,2025-12-22 00:41:49.083883,0,Missing business license; Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V1163,Business_V1163,accommodation,Thaba-Tseka,1,0,2025-06-08 00:41:49.084880,1,16,3.0,0,1,2025-04-27 00:41:49.084880,0,License is expired
V1164,Business_V1164,restaurant,Leribe,1,1,2026-05-08 00:41:49.084880,0,3,4.1,1,1,2025-11-09 00:41:49.084880,0,Missing tax clearance certificate; Has negative history/complaints in system
V1165,Business_V1165,unlicensed_taxi,Mokhotlong,1,1,2026-06-21 00:41:49.084880,1,15,3.7,0,0,2025-07-03 00:41:49.084880,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1166,Business_V1166,activity_provider,Thaba-Tseka,1,1,2027-03-15 00:41:49.084880,1,1,2.6,0,1,2025-10-12 00:41:49.084880,0,Insufficient experience (1 years) and low rating (2.6)
V1167,Business_V1167,activity_provider,Mohale's Hoek,0,0,,1,10,3.7,0,1,2025-06-16 00:41:49.084880,0,Missing business license
V1168,Business_V1168,activity_provider,Mohale's Hoek,0,0,,1,5,4.3,1,1,2025-05-27 00:41:49.084880,0,Missing business license; Has negative history/complaints in system
V1169,Business_V1169,craft_shop,Leribe,1,1,2026-07-05 00:41:49.084880,0,6,3.8,0,1,2026-03-05 00:41:49.085877,0,Missing tax clearance certificate
V1170,Business_V1170,tour_operator,Quthing,0,0,,0,18,1.8,0,1,2025-11-13 00:41:49.085877,0,Missing business license; Missing tax clearance certificate
V1171,Business_V1171,transport,Maseru,1,1,2026-06-23 00:41:49.085877,1,13,0.4,0,1,2026-02-26 00:41:49.085877,1,
V1172,Business_V1172,transport,Leribe,1,1,2027-03-09 00:41:49.085877,1,7,3.4,0,1,2026-03-03 00:41:49.085877,1,
V1173,Business_V1173,restaurant,Butha-Buthe,0,0,,1,16,1.8,1,1,2026-01-24 00:41:49.085877,0,Missing business license; Has negative history/complaints in system
V1174,Business_V1174,transport,Thaba-Tseka,1,0,2025-07-15 00:41:49.085877,1,5,2.1,0,1,2025-11-24 00:41:49.085877,0,License is expired
V1175,Business_V1175,unlicensed_taxi,Qacha's Nek,0,0,,1,1,0.2,0,0,2025-09-17 00:41:49.086875,0,Missing business license; Insufficient experience (1 years) and low rating (0.2); Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1176,Business_V1176,transport,Mohale's Hoek,1,1,2027-03-23 00:41:49.086875,1,0,4.8,0,1,2026-01-02 00:41:49.086875,1,
V1177,Business_V1177,activity_provider,Mokhotlong,1,1,2026-11-12 00:41:49.086875,0,0,1.1,0,1,2026-02-25 00:41:49.086875,0,Missing tax clearance certificate; Insufficient experience (0 years) and low rating (1.1)
V1178,Business_V1178,street_vendor,Qacha's Nek,1,1,2027-03-10 00:41:49.086875,0,15,4.4,0,0,2025-08-23 00:41:49.086875,0,Missing tax clearance certificate; Business type 'street_vendor' not approved by Ministry of Tourism
V1179,Business_V1179,activity_provider,Leribe,1,1,2026-08-24 00:41:49.086875,1,1,4.6,0,1,2025-07-31 00:41:49.086875,1,
V1180,Business_V1180,unlicensed_taxi,Leribe,1,1,2026-11-30 00:41:49.086875,1,15,3.4,0,0,2025-06-10 00:41:49.086875,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1181,Business_V1181,unlicensed_taxi,Qacha's Nek,0,0,,0,5,1.5,0,0,2025-08-21 00:41:49.087872,0,Missing business license; Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1182,Business_V1182,activity_provider,Quthing,1,1,2026-12-18 00:41:49.087872,0,15,2.8,0,1,2025-09-15 00:41:49.087872,0,Missing tax clearance certificate
V1183,Business_V1183,transport,Mafeteng,1,1,2026-12-01 00:41:49.087872,1,19,1.7,0,1,2026-01-02 00:41:49.087872,1,
V1184,Business_V1184,accommodation,Quthing,1,1,2026-12-03 00:41:49.087872,0,1,2.4,0,1,2025-11-12 00:41:49.087872,0,Missing tax clearance certificate; Insufficient experience (1 years) and low rating (2.4)
V1185,Business_V1185,transport,Qacha's Nek,1,1,2026-10-17 00:41:49.087872,1,0,2.3,0,1,2026-03-25 00:41:49.087872,0,Insufficient experience (0 years) and low rating (2.3)
V1186,Business_V1186,unregistered,Qacha's Nek,1,1,2026-05-25 00:41:49.088869,1,7,0.1,0,0,2025-06-01 00:41:49.088869,0,Business type 'unregistered' not approved by Ministry of Tourism
V1187,Business_V1187,street_vendor,Mokhotlong,0,0,,1,8,3.4,0,0,2025-04-18 00:41:49.088869,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism
V1188,Business_V1188,unregistered,Qacha's Nek,1,1,2026-07-30 00:41:49.088869,1,6,0.2,0,0,2025-09-24 00:41:49.088869,0,Business type 'unregistered' not approved by Ministry of Tourism
V1189,Business_V1189,activity_provider,Mohale's Hoek,0,0,,1,19,2.0,0,1,2025-06-19 00:41:49.088869,0,Missing business license
V1190,Business_V1190,activity_provider,Mafeteng,1,1,2027-01-14 00:41:49.088869,1,2,4.5,0,1,2025-11-20 00:41:49.088869,1,
V1191,Business_V1191,restaurant,Butha-Buthe,1,0,2025-10-13 00:41:49.088869,1,0,2.2,0,1,2025-07-27 00:41:49.089867,0,License is expired; Insufficient experience (0 years) and low rating (2.2)
V1192,Business_V1192,restaurant,Mokhotlong,1,1,2026-08-09 00:41:49.089867,1,14,3.8,0,1,2025-06-19 00:41:49.089867,1,
V1193,Business_V1193,street_vendor,Mafeteng,1,1,2027-02-04 00:41:49.089867,1,7,1.7,1,0,2025-05-24 00:41:49.089867,0,Business type 'street_vendor' not approved by Ministry of Tourism; Has negative history/complaints in system
V1194,Business_V1194,unregistered,Mafeteng,1,1,2026-07-11 00:41:49.089867,1,7,0.4,0,0,2025-10-10 00:41:49.089867,0,Business type 'unregistered' not approved by Ministry of Tourism
V1195,Business_V1195,craft_shop,Mokhotlong,0,0,,1,18,3.6,0,1,2026-02-17 00:41:49.089867,0,Missing business license
V1196,Business_V1196,craft_shop,Mohale's Hoek,0,0,,1,15,0.8,1,1,2026-02-19 00:41:49.089867,0,Missing business license; Has negative history/complaints in system
V1197,Business_V1197,transport,Leribe,1,1,2026-12-15 00:41:49.089867,0,5,2.5,0,1,2026-01-20 00:41:49.090864,0,Missing tax clearance certificate
V1198,Business_V1198,unlicensed_taxi,Maseru,1,1,2026-10-27 00:41:49.090864,0,1,3.5,0,0,2025-12-22 00:41:49.090864,0,Missing tax clearance certificate; Insufficient experience (1 years) and low rating (3.5); Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1199,Business_V1199,activity_provider,Berea,1,1,2027-02-14 00:41:49.090864,1,2,4.0,0,1,2025-07-30 00:41:49.090864,1,
V1200,Business_V1200,tour_operator,Butha-Buthe,1,1,2026-08-21 00:41:49.090864,1,11,1.7,0,1,2025-11-01 00:41:49.090864,1,
V1201,Business_V1201,unregistered,Mohale's Hoek,1,1,2026-05-20 00:41:49.090864,0,1,3.5,0,0,2025-06-13 00:41:49.090864,0,Missing tax clearance certificate; Insufficient experience (1 years) and low rating (3.5); Business type 'unregistered' not approved by Ministry of Tourism
V1202,Business_V1202,tour_operator,Mafeteng,0,0,,1,13,4.4,1,1,2026-03-27 00:41:49.090864,0,Missing business license; Has negative history/complaints in system
V1203,Business_V1203,unlicensed_taxi,Thaba-Tseka,1,1,2026-09-23 00:41:49.090864,0,2,4.8,0,0,2025-08-02 00:41:49.091861,0,Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1204,Business_V1204,restaurant,Quthing,0,0,,1,19,0.2,0,1,2025-04-26 00:41:49.091861,0,Missing business license
V1205,Business_V1205,unlicensed_taxi,Quthing,0,0,,0,12,5.0,0,0,2026-03-17 00:41:49.091861,0,Missing business license; Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1206,Business_V1206,activity_provider,Leribe,1,1,2027-01-29 00:41:49.091861,1,10,1.6,0,1,2026-02-15 00:41:49.091861,1,
