report_name,page,year,source_type,table_title,topic,content,row_count,column_count,record_key
Visitor-Exit-Survey-2016-2017,74.0,2016,table,South Africa %,general_tourism,"Europe | World
% | %
Yes, definitely | 88.3 | 83.1 | 86.4 | 95.2 | 88.8 | 90.1 | 88.7 | 88.5 | 88.3
Yes, probably | 11.2 | 15.1 | 12.8 | 4.8 | 9.6 | 9.9 | 10.5 | 10.7 | 11.1
Possibly | 0.6 | 1.8 | 0.8 | 0.0 | 1.6 | 0.0 | 0.8 | 0.8 | 0.6
No, probably not | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
No, definitely not | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",8.0,12.0,Visitor-Exit-Survey-2016-2017|74|South Africa %
Visitor-Exit-Survey-2016-2017,74.0,2016,table,South Africa,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|74|South Africa
Visitor-Exit-Survey-2016-2017,74.0,2016,table,Netherlands,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|74|Netherlands
Visitor-Exit-Survey-2016-2017,74.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|74|Germany
Visitor-Exit-Survey-2016-2017,74.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|74|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,74.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|74|France
Visitor-Exit-Survey-2016-2017,74.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|74|USA
Visitor-Exit-Survey-2016-2017,74.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|74|Total
Visitor-Exit-Survey-2016-2017,74.0,2016,table,Leisure,general_tourism,"R ecommendation | % | % | % | % | %
Yes, definitely | 88.3 | 85.7 | 70.8 | 93.2 | 83.0
Yes, probably | 11.2 | 13.0 | 22.0 | 6.8 | 14.5
Possibly | 0.6 | 1.2 | 6.9 | 0.0 | 2.4
No, probably not | 0.0 | 0.0 | 0.2 | 0.0 | 0.1
No, definitely not | 0.0 | 0.1 | 0.0 | 0.0 | 0.1
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",7.0,11.0,Visitor-Exit-Survey-2016-2017|74|Leisure
Visitor-Exit-Survey-2016-2017,75.0,2016,table,Border Officials,general_tourism,"(out of 5) | (out of 5) | (out of 5) | (out of 5) | (out of 5) | (out of 5)
South Africa | 4.38 | 4.34 | 3.79 | 4.44 | 4.55 | 4.50
Botswana | 4.34 | 4.32 | 3.52 | 4.54 | 4.55 | 4.46
Netherlands | 4.35 | 4.23 | 3.67 | 4.56 | 4.58 | 4.61
Germany | 4.46 | 4.33 | 3.62 | 4.62 | 4.54 | 4.63
UK | 4.60 | 4.39 | 3.67 | 4.72 | 4.70 | 4.78
France | 4.59 | 4.45 | 3.75 | 4.70 | 4.68 | 4.71
USA | 4.54 | 4.45 | 3.74 | 4.60 | 4.72 | 4.69
Rest of Africa | 4.31 | 4.25 | 3.81 | 4.46 | 4.46 | 4.42
Rest of Europe | 4.40 | 4.29 | 3.73 | 4.52 | 4.68 | 4.62
Rest of Asia/Pacific | 4.36 | 4.31 | 3.93 | 4.55 | 4.63 | 4.61
Rest of World | 4.47 | 4.48 | 3.78 | 4.70 | 4.83 | 4.83
Total | 4.41 | 4.34 | 3.76 | 4.51 | 4.60 | 4.57",13.0,13.0,Visitor-Exit-Survey-2016-2017|75|Border Officials
Arrivals-and-Accommodation-Report-2022,36.0,2022,table,NumberofBedsbyDistrict 2017-2022,general_tourism,"Beds | 2017 | 2018 | 2019 | 2020 | 2021 | 2022
Berea | 397 | 293 | 147 | 131 | 349 | 544
Butha-Buthe | 520 | 682 | 745 | 654 | 182 | 232
Leribe | 762 | 698 | 558 | 599 | 209 | 436
Mafeteng | 462 | 421 | 377 | 318 | 294 | 470
Maseru | 3256 | 2727 | 2770 | 1794 | 1663 | 2082
MohalesHoek | 387 | 292 | 350 | 222 | 227 | 402
Mokhotlong | 278 | 276 | 228 | 19 | 148 | 386
QachasNek | 196 | 302 | 186 | 127 | 246 | 342
Quthing | 336 | 280 | 405 | 319 | 215 | 233
Thaba-Tseka | 287 | 280 | 205 | 126 | 98 | 246
Total | 6881 | 6251 | 5971 | 4399 | 3631 | 5373",12.0,7.0,Arrivals-and-Accommodation-Report-2022|36|NumberofBedsbyDistrict 2017-2022
Visitor-Exit-Survey-2016-2017,76.0,2016,table,Border Officials,general_tourism,"(out of 5) | (out of 5) | (out of 5) | (out of 5) | (out of 5) | (out of 5)
South Africa | 4.50 | 4.46 | 3.90 | 4.51 | 4.59 | 4.61
Netherlands | 4.35 | 4.22 | 3.67 | 4.53 | 4.57 | 4.59
Germany | 4.44 | 4.33 | 3.63 | 4.63 | 4.55 | 4.63
UK | 4.70 | 4.47 | 3.74 | 4.77 | 4.72 | 4.80
France | 4.60 | 4.46 | 3.72 | 4.72 | 4.69 | 4.72
USA | 4.64 | 4.57 | 3.89 | 4.71 | 4.73 | 4.74
Rest of Europe | 4.42 | 4.31 | 3.74 | 4.54 | 4.69 | 4.64
Rest of World | 4.47 | 4.45 | 3.79 | 4.68 | 4.73 | 4.72
Total | 4.50 | 4.42 | 3.82 | 4.58 | 4.63 | 4.64",10.0,13.0,Visitor-Exit-Survey-2016-2017|76|Border Officials
Visitor-Exit-Survey-2016-2017,77.0,2016,table,South Africa,general_tourism,"F irst Visit | % | % | %
Yes | 25.6 | 69.2 | 26.8
No | 74.4 | 30.8 | 73.2
Total | 100.0 | 100.0 | 100.0",4.0,7.0,Visitor-Exit-Survey-2016-2017|77|South Africa
Visitor-Exit-Survey-2016-2017,77.0,2016,table,Leisure,general_tourism,"F irst Visit | % | % | % | %
Yes | 54.4 | 18.2 | 20.6 | 26.8
No | 45.6 | 81.8 | 79.4 | 73.2
Total | 100.0 | 100.0 | 100.0 | 100.0",4.0,9.0,Visitor-Exit-Survey-2016-2017|77|Leisure
Visitor-Exit-Survey-2016-2017,78.0,2016,table,South Africa,general_tourism,"P revious Visits | % | % | %
1 | 3.7 | 10.3 | 3.8
2 | 16.5 | 32.1 | 16.6
3 | 17.0 | 11.6 | 16.9
4 | 12.0 | 15.8 | 12.0
5 | 8.7 | 11.6 | 8.8
6 | 4.3 | 0.0 | 4.2
7+ | 37.9 | 18.7 | 37.7
Total | 100.0 | 100.0 | 100.0",9.0,7.0,Visitor-Exit-Survey-2016-2017|78|South Africa
Visitor-Exit-Survey-2016-2017,78.0,2016,table,Leisure,general_tourism,"P revious Visits | % | % | % | %
1 | 2.2 | 4.4 | 2.7 | 3.8
2 | 21.8 | 15.7 | 16.3 | 16.6
3 | 21.2 | 18.1 | 8.3 | 16.9
4 | 15.2 | 12.5 | 7.3 | 12.0
5 | 7.8 | 9.1 | 8.1 | 8.8
6 | 3.8 | 5.0 | 1.3 | 4.2
7+ | 28.1 | 35.4 | 56.0 | 37.7
Total | 100.0 | 100.0 | 100.0 | 100.0",9.0,9.0,Visitor-Exit-Survey-2016-2017|78|Leisure
Visitor-Exit-Survey-2016-2017,79.0,2016,table,Leisure,general_tourism,"P revious Visits | % | % | % | %
1 | 1.7 | 4.4 | 2.7 | 3.7
2 | 21.0 | 15.6 | 16.4 | 16.5
3 | 21.5 | 18.1 | 8.2 | 17.0
4 | 15.5 | 12.5 | 6.8 | 12.0
5 | 7.7 | 9.0 | 8.2 | 8.7
6 | 3.9 | 5.0 | 1.4 | 4.3
7+ | 28.7 | 35.5 | 56.2 | 37.9
Total | 100.0 | 100.0 | 100.0 | 100.0",9.0,9.0,Visitor-Exit-Survey-2016-2017|79|Leisure
Visitor-Exit-Survey-2016-2017,80.0,2016,table,Leisure,general_tourism,"G ender and Age | % | % | % | %
Male
0-11 | 3.1 | 0.9 | 0.0 | 2.2
12-17 | 2.6 | 0.8 | 0.0 | 1.8
18-24 | 4.1 | 1.7 | 1.5 | 3.2
25-34 | 11.8 | 13.5 | 20.5 | 13.1
35-44 | 12.0 | 27.7 | 32.3 | 18.4
45-54 | 14.1 | 21.4 | 12.3 | 16.1
55-64 | 8.5 | 9.0 | 5.6 | 8.4
65+ | 3.9 | 1.5 | 1.0 | 3.0
All Male | 60.1 | 76.6 | 73.3 | 66.1
Female
0-11 | 2.6 | 0.0 | 0.5 | 1.6
12-17 | 2.0 | 0.3 | 1.0 | 1.4
18-24 | 3.4 | 1.8 | 2.1 | 2.8
25-34 | 9.5 | 4.0 | 5.1 | 7.5
35-44 | 7.0 | 7.0 | 10.3 | 7.3
45-54 | 6.9 | 7.7 | 4.1 | 6.9
55-64 | 5.8 | 1.8 | 2.6 | 4.4
65+ | 2.6 | 0.8 | 1.0 | 1.9
All Female | 39.9 | 23.4 | 26.7 | 33.9
Total | 100.0 | 100.0 | 100.0 | 100.0",22.0,9.0,Visitor-Exit-Survey-2016-2017|80|Leisure
Arrivals-and-Accommodation-Report-2022,36.0,2022,table,NumberofRoomsbyDistrict2017-2022,general_tourism,"Rooms | 2017 | 2018 | 2019 | 2020 | 2021 | 2022
Berea | 217 | 175 | 82 | 71 | 224 | 353
Butha-Buthe | 251 | 281 | 350 | 275 | 106 | 168
Leribe | 413 | 407 | 331 | 233 | 139 | 293
Mafeteng | 209 | 199 | 184 | 163 | 151 | 294
Maseru | 1559 | 1405 | 1583 | 1269 | 1199 | 1444
MohalesHoek | 234 | 196 | 812 | 142 | 150 | 275
Mokhotlong | 170 | 162 | 165 | 88 | 109 | 251
QachasNek | 114 | 189 | 144 | 92 | 179 | 222
Quthing | 172 | 160 | 224 | 178 | 114 | 120
Thaba-Tseka | 162 | 176 | 153 | 1607 | 86 | 135
Total | 3501 | 3350 | 4028 | 4118 | 2457 | 3567",12.0,7.0,Arrivals-and-Accommodation-Report-2022|36|NumberofRoomsbyDistrict2017-2022
Visitor-Exit-Survey-2016-2017,81.0,2016,table,South Africa,general_tourism,"G ender and Age | % | % | %
Male
0-11 | 2.5 | 0.7 | 2.2
12-17 | 1.7 | 2.3 | 1.8
18-24 | 3.0 | 3.7 | 3.2
25-34 | 12.7 | 14.6 | 13.1
35-44 | 19.3 | 15.1 | 18.4
45-54 | 16.7 | 13.5 | 16.1
55-64 | 8.8 | 6.7 | 8.4
65+ | 2.4 | 5.3 | 3.0
All Male | 67.2 | 61.9 | 66.1
Female
0-11 | 1.7 | 1.2 | 1.6
12-17 | 1.3 | 1.9 | 1.4
18-24 | 2.4 | 4.9 | 2.8
25-34 | 6.8 | 10.4 | 7.5
35-44 | 7.6 | 6.0 | 7.3
45-54 | 7.0 | 6.3 | 6.9
55-64 | 4.4 | 4.4 | 4.4
65+ | 1.7 | 3.0 | 1.9
All Female | 32.8 | 38.1 | 33.9
Total | 100.0 | 100.0 | 100.0",22.0,7.0,Visitor-Exit-Survey-2016-2017|81|South Africa
Visitor-Exit-Survey-2016-2017,82.0,2016,table,South Africa,general_tourism,"P laces Visited | % | % | %
Sani Pass | 46.2 | 56.6 | 46.9
Afri Ski | 13.0 | 6.5 | 12.6
Katse Dam | 10.8 | 4.4 | 10.4
Thabana Ntlenyana | 9.4 | 8.0 | 9.3
Oxbow | 4.0 | 5.1 | 4.1
Thaba Bosiu | 2.6 | 2.2 | 2.6
Morija | 2.2 | 4.3 | 2.3
Mohale Dam | 2.2 | 0.0 | 2.0
Dinosaur Footprints | 1.5 | 0.7 | 1.5
Handicrafts Centre | 1.3 | 2.8 | 1.4
Liphofung | 1.1 | 2.2 | 1.2
Semonkong | 1.1 | 0.7 | 1.1
Ts'ehlanyane National Park | 0.9 | 2.1 | 0.9
Bokong | 0.9 | 0.7 | 0.9
Bushmen Paintings | 0.6 | 0.7 | 0.6
Roma (National University of Lesotho) | 0.6 | 0.0 | 0.6
Roma (non-university visit) | 0.6 | 0.0 | 0.6
Kome Caves | 0.5 | 0.7 | 0.5
Malealea | 0.2 | 2.2 | 0.3
Maletsunyane Falls | 0.2 | 0.0 | 0.2
Total | 100.0 | 100.0 | 100.0",22.0,7.0,Visitor-Exit-Survey-2016-2017|82|South Africa
Visitor-Exit-Survey-2016-2017,83.0,2016,table,Leisure,general_tourism,"P laces Visited | % | % | % | %
Sani Pass | 52.7 | 22.8 | 15.1 | 46.9
Afri Ski | 14.6 | 5.1 | 0.0 | 12.6
Katse Dam | 12.0 | 4.4 | 0.0 | 10.4
Thabana Ntlenyana | 10.7 | 4.4 | 0.0 | 9.3
Oxbow | 3.5 | 4.4 | 13.2 | 4.1
Thaba Bosiu | 0.9 | 8.9 | 13.2 | 2.6
Morija | 0.4 | 9.5 | 15.1 | 2.3
Mohale Dam | 0.3 | 13.3 | 0.0 | 2.0
Dinosaur Footprints | 0.3 | 4.4 | 13.2 | 1.5
Handicrafts Centre | 0.8 | 0.6 | 15.1 | 1.4
Liphofung | 1.5 | 0.0 | 0.0 | 1.2
Semonkong | 0.6 | 4.4 | 0.0 | 1.1
Ts'ehlanyane National Park | 0.3 | 4.4 | 1.9 | 0.9
Bokong | 0.3 | 4.4 | 0.0 | 0.9
Bushmen Paintings | 0.1 | 4.4 | 0.0 | 0.6
Roma (National University of Lesotho) | 0.0 | 0.0 | 13.2 | 0.6
Roma (non-university visit) | 0.0 | 4.4 | 0.0 | 0.6
Kome Caves | 0.6 | 0.0 | 0.0 | 0.5
Malealea | 0.4 | 0.0 | 0.0 | 0.3
Maletsunyane Falls | 0.3 | 0.0 | 0.0 | 0.2
Total | 100.0 | 100.0 | 100.0 | 100.0",22.0,9.0,Visitor-Exit-Survey-2016-2017|83|Leisure
Visitor-Exit-Survey-2016-2017,84.0,2016,table,Leisure,general_tourism,"P laces Visited | % | % | % | %
Sani Pass | 52.1 | 22.7 | 14.3 | 46.2
Afri Ski | 15.2 | 4.5 | 0.0 | 13.0
Katse Dam | 12.5 | 4.5 | 0.0 | 10.8
Thabana Ntlenyana | 10.8 | 4.5 | 0.0 | 9.4
Oxbow | 3.3 | 4.5 | 14.3 | 4.0
Thaba Bosiu | 0.8 | 9.1 | 14.3 | 2.6
Mohale Dam | 0.3 | 13.6 | 0.0 | 2.2
Morija | 0.3 | 9.1 | 14.3 | 2.2
Dinosaur Footprints | 0.3 | 4.5 | 14.3 | 1.5
Handicrafts Centre | 0.8 | 0.0 | 14.3 | 1.3
Liphofung | 1.4 | 0.0 | 0.0 | 1.1
Semonkong | 0.6 | 4.5 | 0.0 | 1.1
Bokong | 0.3 | 4.5 | 0.0 | 0.9
Ts'ehlanyane National Park | 0.3 | 4.5 | 0.0 | 0.9
Bushmen Paintings | 0.0 | 4.5 | 0.0 | 0.6
Roma (National University of Lesotho) | 0.0 | 0.0 | 14.3 | 0.6
Roma (non-university visit) | 0.0 | 4.5 | 0.0 | 0.6
Kome Caves | 0.6 | 0.0 | 0.0 | 0.5
Malealea | 0.3 | 0.0 | 0.0 | 0.2
Maletsunyane Falls | 0.3 | 0.0 | 0.0 | 0.2
Total | 100.0 | 100.0 | 100.0 | 100.0",22.0,9.0,Visitor-Exit-Survey-2016-2017|84|Leisure
Visitor-Exit-Survey-2016-2017,85.0,2016,table,South Africa,general_tourism,"A ctivities | % | % | %
General sightseeing | 23.0 | 33.5 | 25.1
4x4 trekking | 17.8 | 26.2 | 19.4
Hiking | 6.9 | 15.7 | 8.6
Biking | 4.9 | 1.6 | 4.3
Skiing | 4.9 | 0.5 | 4.1
Pony trekking | 1.3 | 3.1 | 1.7
Bird watching | 0.8 | 1.6 | 0.9
Rock climbing/mountaineering | 0.4 | 1.6 | 0.6
Fishing | 0.1 | 0.0 | 0.1
Wedding/Funeral | 0.1 | 0.0 | 0.1
39.8 | 16.2 | 35.1
Total | 100.0 | 100.0 | 100.0",13.0,7.0,Visitor-Exit-Survey-2016-2017|85|South Africa
Visitor-Exit-Survey-2016-2017,86.0,2016,table,Leisure,general_tourism,"A ctivities | % | % | % | %
General sightseeing | 30.2 | 14.1 | 27.1 | 25.1
4x4 trekking | 30.7 | 2.1 | 1.2 | 19.4
Hiking | 13.8 | 0.7 | 0.0 | 8.6
Biking | 6.6 | 0.7 | 0.0 | 4.3
Skiing | 6.6 | 0.0 | 0.0 | 4.1
Pony trekking | 2.7 | 0.0 | 0.0 | 1.7
Bird watching | 1.2 | 0.7 | 0.0 | 0.9
Rock climbing/mountaineering | 0.9 | 0.3 | 0.0 | 0.6
Wedding/Funeral | 0.0 | 0.0 | 1.2 | 0.1
Fishing | 0.2 | 0.0 | 0.0 | 0.1
7.2 | 81.4 | 70.6 | 35.1
Total | 100.0 | 100.0 | 100.0 | 100.0",13.0,9.0,Visitor-Exit-Survey-2016-2017|86|Leisure
Visitor-Exit-Survey-2016-2017,87.0,2016,table,Leisure,general_tourism,"A ctivities | % | % | % | %
General sightseeing | 30.3 | 11.8 | 20.9 | 23.0
4x4 trekking | 30.0 | 2.2 | 1.5 | 17.8
Hiking | 11.8 | 0.7 | 0.0 | 6.9
Biking | 8.3 | 0.7 | 0.0 | 4.9
Skiing | 8.8 | 0.0 | 0.0 | 4.9
Pony trekking | 2.3 | 0.0 | 0.0 | 1.3
Bird watching | 0.9 | 0.7 | 0.0 | 0.8
Rock climbing/mountaineering | 0.5 | 0.4 | 0.0 | 0.4
Fishing | 0.2 | 0.0 | 0.0 | 0.1
Wedding/Funeral | 0.0 | 0.0 | 1.5 | 0.1
6.9 | 83.4 | 76.1 | 39.8
Total | 100.0 | 100.0 | 100.0 | 100.0",13.0,9.0,Visitor-Exit-Survey-2016-2017|87|Leisure
Visitor-Exit-Survey-2016-2017,88.0,2016,table,South Africa,general_tourism,"M ain Activity | % | % | %
General sightseeing | 9.0 | 31.1 | 9.6
4x4 trekking | 6.8 | 16.9 | 7.1
Hiking | 2.3 | 8.2 | 2.4
Biking | 2.3 | 1.4 | 2.3
Skiing | 2.1 | 0.5 | 2.1
Pony trekking | 0.4 | 1.4 | 0.4
Bird watching | 0.2 | 0.5 | 0.2
Wedding/Funeral | 0.2 | 0.0 | 0.2
Rock climbing/mountaineering | 0.1 | 0.9 | 0.1
Fishing | 0.1 | 0.0 | 0.1
Other | 29.8 | 17.0 | 29.5
46.7 | 22.3 | 46.1",13.0,7.0,Visitor-Exit-Survey-2016-2017|88|South Africa
Visitor-Exit-Survey-2016-2017,89.0,2016,table,Leisure,general_tourism,"M ain Activity | % | % | % | %
General sightseeing | 24.8 | 4.6 | 7.5 | 9.6
4x4 trekking | 26.5 | 1.5 | 1.1 | 7.1
Hiking | 10.0 | 0.3 | 0.0 | 2.4
Biking | 8.7 | 0.5 | 0.0 | 2.3
Skiing | 9.1 | 0.0 | 0.0 | 2.1
Pony trekking | 1.9 | 0.0 | 0.0 | 0.4
Bird watching | 0.3 | 0.3 | 0.0 | 0.2
Wedding/Funeral | 0.0 | 0.0 | 1.1 | 0.2
Rock climbing/mountaineering | 0.3 | 0.0 | 0.0 | 0.1
Fishing | 0.2 | 0.0 | 0.0 | 0.1
Other | 10.1 | 35.3 | 34.6 | 29.5
8.0 | 57.6 | 55.8 | 46.1",13.0,9.0,Visitor-Exit-Survey-2016-2017|89|Leisure
Visitor-Exit-Survey-2016-2017,90.0,2016,table,Leisure,general_tourism,"M ain Activity | % | % | % | %
General sightseeing | 24.5 | 4.3 | 6.6 | 9.0
4x4 trekking | 26.3 | 1.5 | 1.1 | 6.8
Biking | 9.2 | 0.5 | 0.0 | 2.3
Hiking | 9.7 | 0.3 | 0.0 | 2.3
Skiing | 9.7 | 0.0 | 0.0 | 2.1
Pony trekking | 1.8 | 0.0 | 0.0 | 0.4
Bird watching | 0.3 | 0.3 | 0.0 | 0.2
Wedding/Funeral | 0.0 | 0.0 | 1.1 | 0.2
Fishing | 0.3 | 0.0 | 0.0 | 0.1
Rock climbing/mountaineering | 0.3 | 0.0 | 0.0 | 0.1
Other | 10.0 | 35.3 | 35.2 | 29.8
7.9 | 57.8 | 56.0 | 46.7",13.0,9.0,Visitor-Exit-Survey-2016-2017|90|Leisure
Arrivals-and-Accommodation-Report-2022,36.0,2022,table,BedOccupancybyDistrict2017-2022,accommodation,"2017 | 2018 | 2019 | 2020 | 2021 | 2022
Berea | 20.4 | 21.0 | 49.2 | 0.76 | 15.2 | 16.0
Butha-Buthe | 20.8 | 15.7 | 14.7 | 0.15 | 17.7 | 12.0
Leribe | 26.4 | 20.4 | 27.0 | 0.17 | 13.3 | 26.2
Mafeteng | 15.5 | 10.3 | 16.6 | 0.31 | 8.0 | 8.1
Maseru | 21.2 | 25.0 | 20.5 | 0.06 | 22.2 | 19.2
MohalesHoek | 14.7 | 14.5 | 14.8 | 0.45 | 16.9 | 23.8
Mokhotlong | 24.6 | 21.6 | 28.9 | 0.92 | 13.7 | 9.4
QachasNek | 14.5 | 9.5 | 20.5 | 0.79 | 10.8 | 13.2
Quthing | 14.1 | 13.3 | 11.1 | 0.31 | 18.7 | 16.1
Thaba-Tseka | 10.4 | 12.4 | 15.6 | 0.79 | 20.3 | 7.4
Total | 20.1 | 19.8 | 20.0 | 3.3 | 17.0 | 18.3",12.0,7.0,Arrivals-and-Accommodation-Report-2022|36|BedOccupancybyDistrict2017-2022
Visitor-Exit-Survey-2016-2017,91.0,2016,table,South Africa,visitor_profile,"T ransport Type | % | % | %
Private car/4x4 | 67.8 | 40.8 | 67.1
Company car/4x4 | 17.0 | 7.1 | 16.8
Public transport | 7.1 | 12.0 | 7.2
Hire car/4x4 | 3.7 | 19.4 | 4.1
Motorbike | 2.4 | 3.2 | 2.4
Walk | 1.6 | 3.6 | 1.6
Guided 4x4 tour | 0.2 | 13.6 | 0.6
Overland truck | 0.2 | 0.0 | 0.2
Coach/Minibus tour | 0.1 | 0.5 | 0.1
Total | 100.0 | 100.0 | 100.0",11.0,7.0,Visitor-Exit-Survey-2016-2017|91|South Africa
Visitor-Exit-Survey-2016-2017,91.0,2016,table,Leisure,visitor_profile,"T ransport Type | % | % | % | %
Private car/4x4 | 72.2 | 65.9 | 64.3 | 67.1
Company car/4x4 | 1.7 | 26.0 | 1.1 | 16.8
Public transport | 3.7 | 3.0 | 30.3 | 7.2
Hire car/4x4 | 4.6 | 4.4 | 2.1 | 4.1
Motorbike | 9.3 | 0.3 | 1.1 | 2.4
Walk | 5.6 | 0.3 | 1.1 | 1.6
Guided 4x4 tour | 2.5 | 0.0 | 0.0 | 0.6
Overland truck | 0.0 | 0.3 | 0.0 | 0.2
Coach/Minibus tour | 0.3 | 0.0 | 0.0 | 0.1
Total | 100.0 | 100.0 | 100.0 | 100.0",11.0,9.0,Visitor-Exit-Survey-2016-2017|91|Leisure
Visitor-Exit-Survey-2016-2017,92.0,2016,table,Leisure,visitor_profile,"T ransport Type | % | % | % | %
Private car/4x4 | 75.5 | 66.1 | 63.7 | 67.8
Company car/4x4 | 1.6 | 26.0 | 1.1 | 17.0
Public transport | 3.4 | 2.8 | 30.8 | 7.1
Hire car/4x4 | 2.9 | 4.3 | 2.2 | 3.7
Motorbike | 9.6 | 0.3 | 1.1 | 2.4
Walk | 5.7 | 0.3 | 1.1 | 1.6
Guided 4x4 tour | 1.0 | 0.0 | 0.0 | 0.2
Overland truck | 0.0 | 0.3 | 0.0 | 0.2
Coach/Minibus tour | 0.3 | 0.0 | 0.0 | 0.1
Total | 100.0 | 100.0 | 100.0 | 100.0",11.0,9.0,Visitor-Exit-Survey-2016-2017|92|Leisure
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Accommodation (Mal oti),accommodation,"South Africa | 7 | 106 | 181 | 21 | 2 | 118 | 30 | 465
Rest of World | 33 | 181 | 385 | 118 | 28 | 51 | 5 | 802
Total | 8 | 108 | 186 | 24 | 3 | 116 | 29 | 473",3.0,9.0,Visitor-Exit-Survey-2016-2017|93|Accommodation (Mal oti)
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Expenditure,visitor_profile,"(per person , per night)",1.0,1.0,Visitor-Exit-Survey-2016-2017|93|Expenditure
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Accommodation,accommodation,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|93|Accommodation
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Food and,general_tourism,"Drink
(Maloti)",2.0,1.0,Visitor-Exit-Survey-2016-2017|93|Food and
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Transport,visitor_profile,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|93|Transport
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Tours,general_tourism,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|93|Tours
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Entertainment,general_tourism,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|93|Entertainment
Arrivals-and-Accommodation-Report-2022,37.0,2022,table,RevenuebyDistrict2017-2022,general_tourism,"District | 2017 | 2018 | 2019 | 2020 | 2021 | 2022
Berea | 33,368,984 | 17,989,446 | 28,299,635 | 11254498 | 18501257 | 24,741,406
Botha-Bothe | 39,006,284 | 32,159,711 | 16,983,670 | 6215687 | 15746216 | 11,884,882
Leribe | 141,868,787 | 98,411,990 | 48,693,129 | 41116496 | 18938337 | 43,406,179
Mafeteng | 19,898,295 | 20,581,992 | 15,273,448 | 8586717 | 6954837 | 11,983,510
Maseru | 601,003,901 | 693,022,800 | 241,738,589 | 109786675 | 183277304 | 190,055,504
MohalesHoek | 26,081,191 | 20,554,712 | 22,542,402 | 25764072 | 18136690 | 35,069,610
Mokhotlong | 18,950,612 | 12,550,420 | 9,277,887 | 3355356 | 5137767 | 6,034,939
QachasNek | 7,045,001 | 11,217,265 | 9,953,112 | 3497106 | 7299989 | 9,523,928
Quthing | 12,499,406 | 10,048,867 | 14,725,306 | 6482036 | 13454710 | 14,271,185
Thaba-Tseka | 4,408,623 | 6,039,416 | 6,488,874 | 2455056 | 3318585 | 2,878,789
Total | 904,131,085 | 922,576,620 | 413,976,052 | 218513699 | 290765691 | 349,849,932",12.0,7.0,Arrivals-and-Accommodation-Report-2022|37|RevenuebyDistrict2017-2022
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Shopping,general_tourism,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|93|Shopping
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Other,general_tourism,(Maloti),1.0,1.0,Visitor-Exit-Survey-2016-2017|93|Other
Visitor-Exit-Survey-2016-2017,93.0,2016,table,Total,general_tourism,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|93|Total
Arrivals-and-Accommodationn-Report-2023,28.0,2023,table,Gender,general_tourism,"F | 275731 | 37.6
M | 457963 | 62.4
Total | 733694 | 100",3.0,3.0,Arrivals-and-Accommodationn-Report-2023|28|Gender
Visitor-Exit-Survey-2016-2017,94.0,2016,table,South Africa,general_tourism,"% | % | %
Very enjoyable | 42.8 | 59.7 | 43.3
Enjoyable | 47.7 | 30.9 | 47.3
Fair | 8.7 | 8.5 | 8.7
Disappointing | 0.7 | 0.9 | 0.7
Very disappointing | 0.1 | 0.0 | 0.1
Total | 100.0 | 100.0 | 100.0",7.0,7.0,Visitor-Exit-Survey-2016-2017|94|South Africa
