business_type,district,has_license,license_valid,tax_clearance,previous_experience,rating,issue_date,expiry_date,approved
transport,Mafeteng,0,0,1,10,4.7,2023-12-02,2024-12-01,0
transport,Leribe,0,0,1,11,4.2,2025-07-14,2026-07-14,0
activity_provider,Mohale's Hoek,1,1,1,12,2.6,2025-08-17,2026-08-17,1
craft_shop,Mohale's Hoek,1,1,1,10,3.0,2025-09-18,2026-09-18,1
craft_shop,Leribe,1,1,0,0,2.7,2024-10-18,2025-10-18,0
activity_provider,Quthing,1,1,0,1,4.4,2024-07-16,2025-07-16,0
tour_operator,Quthing,1,1,1,6,4.3,2025-09-07,2026-09-07,1
restaurant,Leribe,1,1,1,12,3.5,2025-05-23,2026-05-23,1
transport,Mafeteng,0,0,1,6,3.4,2025-01-30,2026-01-30,0
accommodation,Mohale's Hoek,0,0,1,8,3.3,2025-12-11,2026-12-11,0
craft_shop,Maseru,1,1,1,11,3.1,2023-11-11,2024-11-10,1
tour_operator,Maseru,1,1,1,9,4.2,2025-12-26,2026-12-26,1
transport,Butha-Buthe,1,1,1,6,3.1,2024-09-11,2025-09-11,1
transport,Butha-Buthe,1,1,1,10,3.8,2024-03-28,2025-03-28,1
tour_operator,Maseru,0,0,1,13,3.5,2025-01-30,2026-01-30,0
accommodation,Quthing,0,0,1,11,3.9,2023-12-23,2024-12-22,0
activity_provider,Butha-Buthe,1,1,1,6,4.9,2025-10-12,2026-10-12,1
accommodation,Leribe,0,0,1,13,2.8,2023-11-09,2024-11-08,0
restaurant,Mohale's Hoek,1,1,1,10,4.8,2025-05-05,2026-05-05,0
tour_operator,Maseru,1,1,1,5,3.4,2025-11-18,2026-11-18,0
accommodation,Mafeteng,0,0,1,0,2.6,2026-01-16,2027-01-16,1
transport,Butha-Buthe,1,0,1,2,4.5,2024-05-22,2025-05-22,0
accommodation,Quthing,1,1,1,9,3.8,2023-12-22,2024-12-21,1
tour_operator,Berea,1,0,0,6,2.6,2024-11-25,2025-11-25,0
activity_provider,Mohale's Hoek,1,1,1,12,4.6,2023-11-12,2024-11-11,1
restaurant,Leribe,1,1,1,14,3.4,2026-01-30,2027-01-30,0
activity_provider,Mohale's Hoek,0,0,1,5,3.3,2024-11-14,2025-11-14,0
accommodation,Mohale's Hoek,0,0,1,14,4.0,2025-05-15,2026-05-15,0
accommodation,Berea,1,1,1,0,3.0,2024-12-15,2025-12-15,0
restaurant,Butha-Buthe,1,1,1,5,2.8,2024-05-25,2025-05-25,1
craft_shop,Maseru,1,1,1,9,5.0,2024-02-05,2025-02-04,1
transport,Berea,1,1,1,11,3.1,2023-09-14,2024-09-13,1
craft_shop,Berea,1,1,0,0,3.0,2025-12-07,2026-12-07,0
restaurant,Berea,1,1,1,13,2.7,2024-03-24,2025-03-24,1
accommodation,Mohale's Hoek,1,1,0,1,3.4,2025-02-17,2026-02-17,0
restaurant,Butha-Buthe,1,1,1,2,4.9,2025-03-02,2026-03-02,1
transport,Mafeteng,0,0,0,1,3.8,2025-10-27,2026-10-27,0
activity_provider,Mohale's Hoek,1,1,1,0,4.4,2025-04-09,2026-04-09,1
craft_shop,Mafeteng,1,1,0,1,4.4,2024-12-18,2025-12-18,0
tour_operator,Maseru,1,1,1,11,3.5,2025-11-27,2026-11-27,0
tour_operator,Quthing,0,0,1,14,2.6,2024-05-05,2025-05-05,0
restaurant,Berea,1,0,1,11,3.7,2024-06-07,2025-06-07,0
tour_operator,Mafeteng,1,1,1,2,3.5,2023-07-30,2024-07-29,0
craft_shop,Berea,1,1,0,2,4.5,2023-11-08,2024-11-07,1
transport,Berea,1,1,1,3,4.4,2025-11-05,2026-11-05,1
accommodation,Mafeteng,1,1,1,8,4.4,2026-01-19,2027-01-19,1
restaurant,Berea,0,0,0,2,4.5,2025-02-23,2026-02-23,0
activity_provider,Butha-Buthe,0,0,1,11,3.8,2023-07-30,2024-07-29,0
transport,Mohale's Hoek,1,1,1,13,4.7,2025-09-23,2026-09-23,1
activity_provider,Leribe,1,1,1,12,3.3,2024-01-07,2025-01-06,1
activity_provider,Maseru,1,1,1,6,4.8,2025-02-24,2026-02-24,1
restaurant,Quthing,0,0,1,8,3.6,2025-03-22,2026-03-22,0
craft_shop,Maseru,1,1,1,6,4.6,2025-03-17,2026-03-17,0
transport,Berea,1,1,1,11,4.5,2025-08-13,2026-08-13,1
transport,Berea,1,1,1,10,4.8,2025-12-24,2026-12-24,1
craft_shop,Mafeteng,1,1,1,10,3.0,2024-10-23,2025-10-23,1
craft_shop,Berea,1,0,1,14,3.6,2024-09-12,2025-09-12,0
accommodation,Mohale's Hoek,0,0,1,13,3.2,2026-01-21,2027-01-21,0
restaurant,Maseru,0,0,1,6,4.9,2026-02-08,2027-02-08,1
activity_provider,Berea,1,1,1,2,4.1,2024-07-19,2025-07-19,1
restaurant,Quthing,1,1,1,13,4.3,2023-08-09,2024-08-08,1
accommodation,Leribe,1,1,0,1,3.3,2024-11-09,2025-11-09,0
transport,Maseru,0,0,0,4,4.2,2025-08-08,2026-08-08,0
tour_operator,Mohale's Hoek,1,1,1,4,2.8,2026-02-07,2027-02-07,1
restaurant,Mohale's Hoek,0,0,1,13,3.6,2025-10-03,2026-10-03,0
accommodation,Mohale's Hoek,1,1,1,5,4.6,2025-01-02,2026-01-02,1
tour_operator,Quthing,1,1,1,14,4.2,2025-02-25,2026-02-25,1
activity_provider,Mafeteng,1,1,0,8,4.6,2023-11-29,2024-11-28,0
transport,Butha-Buthe,0,0,1,14,5.0,2024-08-01,2025-08-01,0
accommodation,Berea,0,0,1,9,3.0,2024-05-19,2025-05-19,0
tour_operator,Quthing,1,1,1,6,4.1,2023-08-21,2024-08-20,1
craft_shop,Berea,1,1,1,9,4.3,2024-08-04,2025-08-04,1
transport,Mohale's Hoek,1,0,1,0,3.3,2023-10-11,2024-10-10,1
craft_shop,Quthing,1,1,1,7,3.1,2024-11-19,2025-11-19,0
craft_shop,Maseru,1,0,0,3,4.8,2026-03-10,2027-03-10,0
restaurant,Quthing,0,0,1,0,4.4,2025-12-01,2026-12-01,0
craft_shop,Berea,1,1,0,8,3.4,2025-08-23,2026-08-23,0
restaurant,Mafeteng,1,1,1,14,3.0,2023-10-13,2024-10-12,1
activity_provider,Mafeteng,1,0,1,0,3.7,2024-09-25,2025-09-25,0
transport,Mafeteng,1,1,1,0,2.8,2025-05-23,2026-05-23,0
restaurant,Mohale's Hoek,1,1,1,3,3.1,2024-12-15,2025-12-15,1
accommodation,Leribe,1,1,1,6,2.5,2025-06-14,2026-06-14,0
craft_shop,Maseru,0,0,0,13,3.4,2024-10-28,2025-10-28,0
transport,Quthing,0,0,1,14,4.7,2024-10-28,2025-10-28,0
restaurant,Berea,0,0,1,6,3.0,2026-03-14,2027-03-14,0
accommodation,Leribe,0,0,1,12,3.1,2025-01-17,2026-01-17,0
activity_provider,Leribe,1,0,1,13,3.4,2025-03-01,2026-03-01,0
craft_shop,Butha-Buthe,1,1,1,11,4.7,2026-01-10,2027-01-10,1
restaurant,Leribe,1,1,1,1,4.8,2024-10-10,2025-10-10,1
accommodation,Maseru,1,1,1,11,3.1,2024-10-22,2025-10-22,1
activity_provider,Mohale's Hoek,1,0,0,0,3.2,2024-09-30,2025-09-30,0
craft_shop,Berea,1,1,1,1,5.0,2025-01-20,2026-01-20,1
restaurant,Mohale's Hoek,0,0,1,1,2.7,2024-01-07,2025-01-06,0
activity_provider,Butha-Buthe,0,0,0,9,2.7,2025-04-30,2026-04-30,0
restaurant,Butha-Buthe,1,1,1,5,4.0,2023-12-12,2024-12-11,1
tour_operator,Maseru,0,0,1,9,4.7,2024-04-09,2025-04-09,0
tour_operator,Berea,1,1,1,7,2.6,2024-09-16,2025-09-16,1
restaurant,Quthing,1,1,1,7,4.7,2023-10-29,2024-10-28,1
activity_provider,Maseru,1,1,1,2,2.5,2024-09-20,2025-09-20,1
restaurant,Quthing,1,1,1,11,4.3,2025-08-09,2026-08-09,1
tour_operator,Mafeteng,1,1,1,0,3.5,2024-10-08,2025-10-08,0
activity_provider,Maseru,1,1,1,4,4.1,2025-11-02,2026-11-02,1
accommodation,Leribe,1,1,1,5,4.5,2024-05-17,2025-05-17,0
tour_operator,Berea,1,1,1,13,3.1,2026-01-15,2027-01-15,1
transport,Quthing,1,0,1,2,2.8,2024-12-26,2025-12-26,0
accommodation,Mohale's Hoek,1,1,1,8,2.9,2023-10-10,2024-10-09,1
tour_operator,Berea,0,0,1,9,5.0,2023-12-09,2024-12-08,0
accommodation,Berea,1,0,1,4,4.9,2025-11-25,2026-11-25,0
craft_shop,Maseru,1,1,0,12,3.8,2025-06-06,2026-06-06,0
restaurant,Quthing,1,1,1,2,4.1,2024-06-09,2025-06-09,1
tour_operator,Maseru,1,1,0,2,3.3,2025-08-23,2026-08-23,0
restaurant,Leribe,0,0,1,0,2.8,2024-11-09,2025-11-09,0
accommodation,Quthing,0,0,1,9,2.8,2024-09-16,2025-09-16,0
craft_shop,Maseru,0,0,0,11,4.5,2023-08-07,2024-08-06,0
transport,Butha-Buthe,0,0,0,2,3.9,2023-08-07,2024-08-06,0
accommodation,Butha-Buthe,1,1,0,14,3.8,2025-03-14,2026-03-14,1
accommodation,Berea,0,0,0,4,4.9,2025-04-19,2026-04-19,0
craft_shop,Quthing,1,1,1,9,3.7,2025-05-07,2026-05-07,1
restaurant,Mohale's Hoek,0,0,1,2,4.1,2024-07-28,2025-07-28,1
transport,Butha-Buthe,1,1,0,4,4.8,2026-01-16,2027-01-16,0
transport,Maseru,1,1,1,1,3.2,2024-04-08,2025-04-08,0
accommodation,Quthing,0,0,1,11,2.8,2024-11-13,2025-11-13,1
tour_operator,Mohale's Hoek,0,0,1,0,4.1,2025-08-24,2026-08-24,0
tour_operator,Leribe,1,1,1,11,3.2,2025-08-11,2026-08-11,1
tour_operator,Mohale's Hoek,0,0,1,8,3.0,2025-06-20,2026-06-20,0
accommodation,Leribe,1,1,0,6,3.4,2024-12-15,2025-12-15,0
transport,Maseru,0,0,1,12,4.3,2024-10-11,2025-10-11,0
restaurant,Mohale's Hoek,1,1,0,7,4.9,2023-11-18,2024-11-17,0
craft_shop,Mohale's Hoek,1,1,1,2,3.9,2025-01-26,2026-01-26,0
restaurant,Maseru,1,1,1,8,3.7,2025-06-16,2026-06-16,1
tour_operator,Maseru,1,1,1,5,3.2,2024-09-05,2025-09-05,1
transport,Mohale's Hoek,1,1,0,13,4.2,2024-04-14,2025-04-14,0
tour_operator,Butha-Buthe,1,0,1,0,3.8,2025-01-30,2026-01-30,1
craft_shop,Butha-Buthe,0,0,0,1,2.8,2026-02-17,2027-02-17,0
activity_provider,Berea,0,0,1,2,3.0,2023-11-17,2024-11-16,1
restaurant,Butha-Buthe,0,0,1,2,2.9,2025-02-04,2026-02-04,0
craft_shop,Butha-Buthe,0,0,1,3,2.8,2025-03-03,2026-03-03,0
transport,Butha-Buthe,0,0,1,1,2.8,2025-02-06,2026-02-06,0
tour_operator,Butha-Buthe,1,1,1,8,4.9,2024-04-22,2025-04-22,1
restaurant,Mohale's Hoek,1,1,1,8,4.4,2025-10-06,2026-10-06,1
transport,Mohale's Hoek,1,1,1,12,4.7,2023-12-01,2024-11-30,1
accommodation,Berea,1,1,1,7,4.1,2024-10-30,2025-10-30,1
tour_operator,Quthing,1,1,1,12,3.3,2025-02-20,2026-02-20,1
accommodation,Butha-Buthe,1,1,1,13,3.4,2025-04-16,2026-04-16,1
tour_operator,Mohale's Hoek,1,1,0,14,4.2,2024-02-27,2025-02-26,0
tour_operator,Mafeteng,1,0,1,6,3.5,2024-05-21,2025-05-21,0
tour_operator,Berea,0,0,1,13,3.5,2025-06-19,2026-06-19,0
transport,Mohale's Hoek,1,1,0,0,4.5,2025-06-13,2026-06-13,0
tour_operator,Maseru,0,0,1,6,3.4,2024-12-05,2025-12-05,1
craft_shop,Leribe,0,0,1,8,3.9,2024-05-27,2025-05-27,1
activity_provider,Butha-Buthe,1,0,1,11,4.1,2023-12-12,2024-12-11,0
craft_shop,Butha-Buthe,1,1,1,2,4.0,2023-12-31,2024-12-30,1
accommodation,Mafeteng,1,1,0,14,3.3,2024-07-18,2025-07-18,0
activity_provider,Berea,1,0,1,13,3.0,2025-02-25,2026-02-25,0
transport,Berea,1,1,0,11,5.0,2024-07-15,2025-07-15,0
activity_provider,Mohale's Hoek,0,0,1,12,3.9,2024-03-18,2025-03-18,0
craft_shop,Quthing,1,1,1,7,4.5,2024-12-01,2025-12-01,1
restaurant,Mafeteng,1,1,0,13,3.8,2025-06-01,2026-06-01,0
restaurant,Leribe,0,0,0,8,3.2,2024-04-23,2025-04-23,1
tour_operator,Quthing,1,1,1,2,4.4,2026-02-16,2027-02-16,1
craft_shop,Berea,1,1,1,14,3.4,2024-05-08,2025-05-08,1
transport,Mohale's Hoek,1,0,1,4,3.3,2025-09-10,2026-09-10,1
restaurant,Maseru,1,1,1,7,3.0,2025-03-22,2026-03-22,1
restaurant,Mafeteng,0,0,0,13,3.8,2024-09-21,2025-09-21,0
transport,Butha-Buthe,1,1,1,12,3.2,2024-01-13,2025-01-12,1
transport,Berea,0,0,0,12,5.0,2024-03-19,2025-03-19,0
restaurant,Butha-Buthe,1,1,1,9,3.6,2025-12-26,2026-12-26,1
accommodation,Leribe,0,0,1,7,4.8,2025-11-16,2026-11-16,0
craft_shop,Leribe,1,1,1,14,2.7,2024-05-13,2025-05-13,1
accommodation,Butha-Buthe,0,0,1,12,4.3,2024-07-13,2025-07-13,0
tour_operator,Berea,1,1,1,2,3.1,2023-12-08,2024-12-07,1
restaurant,Quthing,1,1,1,13,4.1,2026-02-02,2027-02-02,1
transport,Maseru,0,0,1,7,3.6,2025-03-29,2026-03-29,0
restaurant,Quthing,1,1,1,2,3.8,2023-10-04,2024-10-03,1
craft_shop,Mohale's Hoek,0,0,1,11,3.0,2026-01-06,2027-01-06,0
tour_operator,Mafeteng,0,0,1,5,5.0,2025-01-23,2026-01-23,0
tour_operator,Quthing,1,1,1,7,4.5,2023-10-14,2024-10-13,1
transport,Butha-Buthe,0,0,1,11,4.0,2023-09-22,2024-09-21,0
accommodation,Leribe,1,1,1,7,4.3,2024-05-04,2025-05-04,1
craft_shop,Leribe,0,0,1,10,3.9,2026-02-20,2027-02-20,1
tour_operator,Maseru,1,1,1,5,4.0,2024-06-21,2025-06-21,1
activity_provider,Leribe,0,0,0,10,3.2,2023-11-25,2024-11-24,0
craft_shop,Mafeteng,1,1,0,14,4.1,2023-10-02,2024-10-01,0
transport,Berea,1,1,1,0,2.8,2023-08-19,2024-08-18,0
restaurant,Berea,1,1,1,5,2.8,2025-07-29,2026-07-29,1
restaurant,Butha-Buthe,1,1,1,6,3.5,2025-11-17,2026-11-17,1
craft_shop,Mohale's Hoek,0,0,1,9,4.5,2025-12-22,2026-12-22,0
tour_operator,Berea,1,1,1,11,4.8,2024-10-07,2025-10-07,1
craft_shop,Butha-Buthe,1,1,1,10,3.8,2025-11-18,2026-11-18,1
tour_operator,Butha-Buthe,0,0,1,10,3.7,2026-03-10,2027-03-10,0
craft_shop,Maseru,1,1,1,7,4.6,2023-08-07,2024-08-06,1
restaurant,Quthing,1,1,1,5,3.7,2023-11-02,2024-11-01,1
restaurant,Mafeteng,1,1,0,11,3.8,2023-07-31,2024-07-30,1
accommodation,Berea,1,1,1,0,3.8,2025-04-20,2026-04-20,0
restaurant,Leribe,1,1,1,13,4.4,2023-09-16,2024-09-15,1
transport,Mohale's Hoek,1,1,1,3,4.5,2024-06-03,2025-06-03,1
craft_shop,Butha-Buthe,1,1,1,13,2.9,2023-11-28,2024-11-27,0
transport,Mafeteng,1,0,1,2,4.9,2026-01-06,2027-01-06,0
tour_operator,Leribe,1,1,1,4,3.0,2025-02-08,2026-02-08,1
transport,Berea,1,1,1,14,2.8,2025-10-21,2026-10-21,1
restaurant,Maseru,1,1,0,10,3.8,2024-03-18,2025-03-18,0
restaurant,Mafeteng,1,0,1,6,2.7,2025-07-20,2026-07-20,0
transport,Maseru,1,1,1,12,3.6,2023-08-01,2024-07-31,1
transport,Mohale's Hoek,1,1,1,13,2.9,2024-04-09,2025-04-09,0
activity_provider,Leribe,1,1,0,14,4.2,2025-10-31,2026-10-31,0
accommodation,Butha-Buthe,1,1,1,5,3.1,2024-01-05,2025-01-04,1
restaurant,Butha-Buthe,1,1,1,5,4.2,2024-09-10,2025-09-10,1
tour_operator,Leribe,1,1,1,1,3.8,2023-12-08,2024-12-07,0
tour_operator,Mohale's Hoek,1,1,1,1,3.5,2024-08-30,2025-08-30,0
activity_provider,Butha-Buthe,0,0,1,13,3.4,2025-06-29,2026-06-29,0
restaurant,Mafeteng,1,1,1,7,4.7,2024-04-19,2025-04-19,1
transport,Maseru,1,1,1,4,3.8,2024-09-06,2025-09-06,1
activity_provider,Mohale's Hoek,1,1,1,13,3.5,2024-09-18,2025-09-18,1
tour_operator,Leribe,1,1,0,1,3.3,2025-03-15,2026-03-15,0
activity_provider,Berea,1,1,0,8,3.2,2025-04-04,2026-04-04,0
craft_shop,Mafeteng,1,1,1,9,4.6,2024-04-12,2025-04-12,1
transport,Butha-Buthe,1,1,1,4,4.7,2025-10-12,2026-10-12,0
tour_operator,Quthing,1,1,0,13,3.7,2024-04-25,2025-04-25,0
accommodation,Leribe,1,1,1,8,2.9,2024-02-20,2025-02-19,1
tour_operator,Maseru,0,0,1,6,3.7,2023-12-14,2024-12-13,0
accommodation,Mafeteng,1,0,1,9,3.9,2024-09-19,2025-09-19,0
activity_provider,Maseru,1,1,0,8,3.2,2023-12-30,2024-12-29,0
activity_provider,Quthing,1,0,1,9,4.9,2025-01-30,2026-01-30,0
tour_operator,Mafeteng,1,1,1,5,4.0,2023-12-28,2024-12-27,1
tour_operator,Mohale's Hoek,1,0,1,1,3.6,2025-06-22,2026-06-22,0
activity_provider,Mafeteng,1,1,0,11,4.7,2024-09-27,2025-09-27,0
craft_shop,Leribe,1,1,1,14,3.2,2024-03-21,2025-03-21,1
craft_shop,Berea,1,1,1,11,3.0,2025-12-17,2026-12-17,1
accommodation,Butha-Buthe,0,0,1,1,4.4,2024-09-30,2025-09-30,1
restaurant,Mafeteng,0,0,1,3,4.8,2024-01-23,2025-01-22,0
transport,Butha-Buthe,0,0,1,5,3.0,2025-11-16,2026-11-16,1
tour_operator,Mafeteng,0,0,0,14,3.8,2024-10-22,2025-10-22,0
craft_shop,Leribe,1,1,1,10,4.9,2024-01-27,2025-01-26,1
tour_operator,Leribe,1,1,1,14,3.5,2026-01-17,2027-01-17,1
transport,Quthing,0,0,1,2,4.5,2024-03-03,2025-03-03,0
craft_shop,Berea,1,0,1,6,2.7,2024-01-26,2025-01-25,0
tour_operator,Leribe,1,1,1,1,3.3,2024-08-18,2025-08-18,0
restaurant,Maseru,1,1,1,7,3.2,2025-12-04,2026-12-04,1
transport,Leribe,1,1,1,6,3.8,2025-03-09,2026-03-09,1
restaurant,Quthing,1,1,1,1,4.1,2024-05-14,2025-05-14,1
tour_operator,Mafeteng,1,1,0,9,2.8,2025-09-21,2026-09-21,0
transport,Maseru,1,1,1,14,4.4,2025-08-02,2026-08-02,0
accommodation,Mafeteng,0,0,1,4,2.7,2025-11-07,2026-11-07,0
craft_shop,Butha-Buthe,1,1,1,11,4.0,2026-02-07,2027-02-07,1
restaurant,Mohale's Hoek,0,0,1,12,3.5,2026-01-09,2027-01-09,0
tour_operator,Quthing,1,1,1,7,4.9,2026-01-08,2027-01-08,0
activity_provider,Mohale's Hoek,1,1,1,8,4.7,2023-10-15,2024-10-14,0
accommodation,Maseru,0,0,1,14,2.6,2024-12-31,2025-12-31,0
restaurant,Mafeteng,1,1,1,10,4.2,2026-01-22,2027-01-22,1
accommodation,Berea,1,0,0,1,3.2,2024-11-01,2025-11-01,0
transport,Maseru,0,0,1,9,4.0,2025-08-08,2026-08-08,0
accommodation,Quthing,1,1,1,3,4.4,2025-05-17,2026-05-17,1
transport,Mafeteng,1,1,1,8,3.3,2026-01-30,2027-01-30,0
transport,Mohale's Hoek,0,0,1,5,2.9,2025-06-07,2026-06-07,0
accommodation,Leribe,0,0,1,10,4.2,2024-07-09,2025-07-09,0
restaurant,Maseru,1,1,0,6,3.1,2024-10-10,2025-10-10,0
accommodation,Leribe,1,1,1,10,4.7,2026-03-17,2027-03-17,1
restaurant,Berea,0,0,1,1,4.9,2025-02-26,2026-02-26,0
craft_shop,Butha-Buthe,1,0,1,3,2.5,2024-07-17,2025-07-17,0
activity_provider,Quthing,1,1,0,1,5.0,2025-08-09,2026-08-09,0
accommodation,Mafeteng,1,1,1,1,4.8,2025-12-27,2026-12-27,1
accommodation,Quthing,1,1,0,4,3.3,2025-10-30,2026-10-30,0
transport,Quthing,1,1,1,0,3.5,2025-04-15,2026-04-15,0
tour_operator,Butha-Buthe,1,1,1,6,3.3,2026-01-13,2027-01-13,1
restaurant,Leribe,1,1,1,3,4.9,2025-03-18,2026-03-18,1
accommodation,Mafeteng,1,1,1,0,2.5,2025-09-15,2026-09-15,0
craft_shop,Mafeteng,1,1,1,10,4.0,2026-03-11,2027-03-11,0
restaurant,Mafeteng,1,1,1,14,3.4,2023-12-16,2024-12-15,1
craft_shop,Leribe,1,1,0,11,3.0,2023-08-29,2024-08-28,0
transport,Mafeteng,1,1,1,9,4.7,2025-06-04,2026-06-04,1
craft_shop,Butha-Buthe,1,1,1,4,4.8,2023-12-11,2024-12-10,1
tour_operator,Mohale's Hoek,1,0,1,11,4.5,2025-01-15,2026-01-15,0
transport,Maseru,1,1,1,10,4.4,2024-03-02,2025-03-02,1
transport,Quthing,1,1,1,8,3.0,2024-01-17,2025-01-16,1
craft_shop,Leribe,0,0,1,3,2.6,2023-10-19,2024-10-18,0
transport,Quthing,1,1,1,0,3.1,2025-11-28,2026-11-28,0
transport,Berea,1,1,1,4,4.3,2023-09-04,2024-09-03,1
activity_provider,Mohale's Hoek,1,1,1,7,2.8,2024-08-13,2025-08-13,1
craft_shop,Mohale's Hoek,0,0,0,9,2.7,2024-10-04,2025-10-04,0
transport,Leribe,1,1,1,11,2.8,2025-11-23,2026-11-23,1
tour_operator,Maseru,0,0,1,0,3.1,2024-04-13,2025-04-13,0
accommodation,Leribe,1,1,0,6,3.2,2024-05-18,2025-05-18,0
transport,Leribe,1,1,0,5,2.8,2025-10-08,2026-10-08,0
craft_shop,Butha-Buthe,1,1,1,6,3.6,2026-03-03,2027-03-03,1
transport,Quthing,0,0,1,0,4.8,2026-02-07,2027-02-07,0
transport,Mohale's Hoek,1,1,0,7,4.6,2024-03-10,2025-03-10,0
transport,Leribe,1,1,1,9,3.9,2024-09-29,2025-09-29,1
accommodation,Berea,1,1,1,1,4.5,2023-12-15,2024-12-14,0
activity_provider,Leribe,1,1,1,6,4.7,2025-06-17,2026-06-17,1
activity_provider,Mohale's Hoek,1,1,0,10,3.3,2024-08-29,2025-08-29,0
tour_operator,Mohale's Hoek,1,1,1,5,3.5,2024-03-30,2025-03-30,1
transport,Mohale's Hoek,1,1,1,14,4.7,2025-01-08,2026-01-08,1
tour_operator,Butha-Buthe,1,1,1,4,2.7,2025-07-12,2026-07-12,1
accommodation,Quthing,1,1,0,4,3.0,2025-10-19,2026-10-19,0
accommodation,Butha-Buthe,1,1,0,5,2.8,2024-01-23,2025-01-22,0
tour_operator,Leribe,0,0,1,1,4.1,2023-08-17,2024-08-16,0
transport,Mafeteng,1,1,1,1,4.6,2026-01-28,2027-01-28,1
accommodation,Leribe,1,1,1,10,3.4,2025-08-08,2026-08-08,1
transport,Quthing,1,1,0,11,3.8,2024-08-02,2025-08-02,0
transport,Berea,1,1,1,10,2.7,2025-02-04,2026-02-04,1
accommodation,Berea,0,0,1,9,4.5,2024-02-13,2025-02-12,0
accommodation,Butha-Buthe,1,1,0,6,3.7,2024-11-18,2025-11-18,0
restaurant,Maseru,1,1,1,10,3.3,2024-07-09,2025-07-09,0
craft_shop,Leribe,1,1,1,9,3.0,2024-09-02,2025-09-02,1
activity_provider,Maseru,1,1,1,7,3.4,2023-08-12,2024-08-11,1
restaurant,Mohale's Hoek,1,1,1,7,2.7,2025-10-07,2026-10-07,1
accommodation,Butha-Buthe,1,1,1,6,2.7,2024-09-06,2025-09-06,1
tour_operator,Mohale's Hoek,1,1,1,0,4.7,2024-10-19,2025-10-19,1
craft_shop,Quthing,1,1,1,2,2.8,2024-12-07,2025-12-07,1
accommodation,Maseru,1,1,1,5,3.8,2025-08-03,2026-08-03,1
activity_provider,Berea,0,0,1,9,3.6,2024-09-15,2025-09-15,0
craft_shop,Berea,1,1,1,12,3.0,2024-05-23,2025-05-23,1
craft_shop,Mafeteng,1,1,1,3,3.8,2024-07-14,2025-07-14,1
tour_operator,Butha-Buthe,1,1,1,14,4.5,2024-10-29,2025-10-29,1
craft_shop,Berea,1,1,1,9,4.4,2025-07-28,2026-07-28,1
restaurant,Maseru,1,1,1,6,2.9,2025-08-09,2026-08-09,1
craft_shop,Leribe,1,1,1,8,2.7,2024-02-26,2025-02-25,1
accommodation,Mafeteng,1,1,1,13,4.0,2023-10-17,2024-10-16,1
accommodation,Mohale's Hoek,0,0,0,6,3.3,2024-01-19,2025-01-18,0
accommodation,Quthing,1,1,1,8,4.7,2025-03-04,2026-03-04,0
activity_provider,Leribe,1,1,1,12,4.2,2025-07-21,2026-07-21,1
restaurant,Mohale's Hoek,0,0,1,12,2.9,2023-08-13,2024-08-12,0
craft_shop,Butha-Buthe,1,1,0,14,3.9,2023-09-08,2024-09-07,0
accommodation,Mohale's Hoek,0,0,1,6,3.3,2024-12-07,2025-12-07,0
activity_provider,Mohale's Hoek,1,0,1,1,4.6,2024-11-11,2025-11-11,0
accommodation,Leribe,0,0,1,9,3.9,2024-12-09,2025-12-09,0
craft_shop,Berea,1,1,0,1,3.1,2024-06-25,2025-06-25,0
accommodation,Butha-Buthe,1,1,1,4,4.5,2024-12-13,2025-12-13,1
craft_shop,Maseru,1,1,1,3,5.0,2024-11-21,2025-11-21,1
accommodation,Mafeteng,1,0,1,6,4.9,2025-10-23,2026-10-23,0
accommodation,Butha-Buthe,1,1,1,3,3.8,2024-12-09,2025-12-09,0
craft_shop,Butha-Buthe,1,1,0,7,4.6,2024-09-03,2025-09-03,0
transport,Leribe,1,1,1,9,3.2,2025-05-10,2026-05-10,1
restaurant,Mafeteng,1,0,1,2,3.5,2025-07-04,2026-07-04,0
restaurant,Maseru,1,1,1,12,3.8,2024-10-29,2025-10-29,1
accommodation,Butha-Buthe,1,1,0,0,5.0,2025-01-05,2026-01-05,0
tour_operator,Maseru,1,1,1,1,4.0,2024-09-27,2025-09-27,1
craft_shop,Maseru,0,0,0,8,3.0,2024-03-09,2025-03-09,0
accommodation,Quthing,1,1,1,11,4.4,2024-08-27,2025-08-27,1
craft_shop,Mohale's Hoek,1,1,1,5,4.1,2024-11-19,2025-11-19,1
tour_operator,Leribe,1,1,1,7,3.3,2026-01-18,2027-01-18,1
restaurant,Butha-Buthe,0,0,1,10,2.6,2024-12-08,2025-12-08,0
accommodation,Leribe,1,1,1,0,3.8,2024-07-22,2025-07-22,0
activity_provider,Leribe,0,0,0,10,4.5,2026-01-26,2027-01-26,0
activity_provider,Mafeteng,1,1,1,13,2.6,2024-03-28,2025-03-28,1
craft_shop,Maseru,1,1,1,4,4.2,2023-09-26,2024-09-25,1
craft_shop,Mohale's Hoek,1,1,0,1,3.8,2025-10-23,2026-10-23,0
accommodation,Mohale's Hoek,1,1,0,2,3.8,2025-10-14,2026-10-14,0
restaurant,Mohale's Hoek,1,1,1,11,3.3,2025-01-01,2026-01-01,1
activity_provider,Maseru,1,1,1,0,4.2,2024-07-07,2025-07-07,1
activity_provider,Maseru,1,0,1,10,3.9,2025-12-12,2026-12-12,1
activity_provider,Berea,1,1,1,14,2.7,2026-01-08,2027-01-08,1
